Selling Duration (in days),Selling Price (in euros),stad,Bouwjaar
31,475000,dordrecht,2004
69,197000,dordrecht,2004
41,235000,dordrecht,1976
16,295000,dordrecht,1962
22,175000,dordrecht,1975
16,238400,dordrecht,1935
19,164500,dordrecht,1977
20,175000,dordrecht,1956
31,225000,dordrecht,1908
77,175000,dordrecht,1900
12,175000,dordrecht,1975
0,135000,dordrecht,1952
146,845000,dordrecht,2015
119,195000,dordrecht,1954
14,2e+05,dordrecht,1986
22,267500,dordrecht,1958
18,239500,dordrecht,1976
33,310000,dordrecht,1962
31,395000,dordrecht,1997
14,225000,dordrecht,1905
21,389900,dordrecht,1912
21,226000,dordrecht,2010
62,112000,dordrecht,1920
22,185000,dordrecht,1922
61,115000,dordrecht,1915
22,309000,dordrecht,1998
41,319500,dordrecht,1994
58,325000,dordrecht,1909
14,275000,dordrecht,1994
18,250000,dordrecht,1990
25,325000,dordrecht,1995
2,198000,dordrecht,1977
14,459000,dordrecht,1998
9,239500,dordrecht,1922
107,515800,dordrecht,2020
20,375000,dordrecht,1969
53,252000,dordrecht,2008
17,224900,dordrecht,1968
35,399000,dordrecht,1971
53,439900,dordrecht,1909
44,189000,dordrecht,1925
20,339500,dordrecht,1939
39,268000,dordrecht,1977
66,189000,dordrecht,1937
18,275000,dordrecht,2005
50,359000,dordrecht,1932
65,350000,dordrecht,1997
25,169500,dordrecht,1964
50,410500,dordrecht,2020
49,408000,dordrecht,2020
87,405500,dordrecht,2020
60,403000,dordrecht,2020
166,400500,dordrecht,2020
136,398000,dordrecht,2020
120,396500,dordrecht,2020
136,394000,dordrecht,2020
67,391500,dordrecht,2020
105,385000,dordrecht,2020
64,379500,dordrecht,2020
136,377000,dordrecht,2020
56,625000,dordrecht,2020
51,655000,dordrecht,2020
84,381500,dordrecht,2020
67,379000,dordrecht,2020
120,376500,dordrecht,2020
84,374000,dordrecht,2020
71,371500,dordrecht,2020
72,369000,dordrecht,2020
56,366500,dordrecht,2020
105,369500,dordrecht,2020
77,437500,dordrecht,2020
121,432500,dordrecht,2020
81,412500,dordrecht,2020
60,439000,dordrecht,2020
67,447500,dordrecht,2020
80,437500,dordrecht,2020
84,432500,dordrecht,2020
136,427500,dordrecht,2020
72,422500,dordrecht,2020
136,404000,dordrecht,2020
28,469000,dordrecht,2000
26,159000,dordrecht,1976
24,1e+05,dordrecht,1965
28,175000,dordrecht,1906
22,178500,dordrecht,1910
35,275000,dordrecht,1988
10,720000,dordrecht,2008
95,259000,dordrecht,2008
17,195000,dordrecht,1938
17,149500,dordrecht,1800
13,259000,dordrecht,1984
71,575000,dordrecht,1999
28,375000,dordrecht,1995
43,109000,dordrecht,1965
1,232500,dordrecht,1976
31,125000,dordrecht,1962
355,339500,dordrecht,2020
0,145000,dordrecht,1954
0,139500,dordrecht,1986
4,495000,dordrecht,1993
27,175000,dordrecht,1922
22,189500,dordrecht,1800
9,225000,dordrecht,1978
17,349000,dordrecht,1998
19,195000,dordrecht,1980
59,239000,dordrecht,1927
24,1e+05,dordrecht,1965
20,169500,dordrecht,1966
76,507500,dordrecht,2020
172,186800,dordrecht,1936
21,155000,dordrecht,1978
25,3e+05,dordrecht,1995
18,259500,dordrecht,1975
58,419000,dordrecht,1998
21,195000,dordrecht,1964
42,150000,dordrecht,1953
8,132500,dordrecht,1911
86,4e+05,dordrecht,1997
24,295000,dordrecht,1969
13,225000,dordrecht,1982
64,133000,dordrecht,1952
69,112500,dordrecht,1920
67,375000,dordrecht,1998
18,139000,dordrecht,1968
23,234500,dordrecht,1976
21,3e+05,dordrecht,1906
21,132000,dordrecht,1964
14,149500,dordrecht,1978
19,239000,dordrecht,1986
44,199000,dordrecht,1933
23,275000,dordrecht,1975
62,2e+05,dordrecht,1958
19,405000,dordrecht,2020
70,4e+05,dordrecht,1989
17,269000,dordrecht,1969
24,275000,dordrecht,1974
33,265000,dordrecht,1992
53,499500,dordrecht,1958
104,150000,dordrecht,1964
0,239000,dordrecht,2000
62,235000,dordrecht,1906
18,360000,dordrecht,2003
34,219500,dordrecht,1981
25,237500,dordrecht,1910
46,422500,dordrecht,2020
46,427500,dordrecht,2020
0,235000,dordrecht,1942
83,325000,dordrecht,1968
29,2e+05,dordrecht,1973
31,175000,dordrecht,1928
56,325000,dordrecht,2011
26,224500,dordrecht,1975
18,250000,dordrecht,1908
35,469000,dordrecht,2016
27,247000,dordrecht,1983
18,289000,dordrecht,1972
20,250000,dordrecht,1942
51,719000,dordrecht,2005
60,325000,dordrecht,1907
51,195000,dordrecht,1981
26,229500,dordrecht,1989
25,575000,dordrecht,1840
31,345000,dordrecht,2010
26,175000,dordrecht,1941
18,175000,dordrecht,1933
25,159000,dordrecht,1906
15,178500,dordrecht,1908
17,159500,dordrecht,1955
10,335000,dordrecht,1997
58,420000,dordrecht,1951
88,335000,dordrecht,2005
46,569000,dordrecht,1993
34,795000,dordrecht,1957
16,565000,dordrecht,1967
25,250000,dordrecht,1992
21,150000,dordrecht,1962
83,185000,dordrecht,1958
0,246500,dordrecht,2013
22,469000,dordrecht,2004
21,155000,dordrecht,1912
31,175000,dordrecht,1909
177,995000,dordrecht,1875
18,150000,dordrecht,1980
40,160000,dordrecht,1961
8,259000,dordrecht,1976
29,395000,dordrecht,1890
23,150000,dordrecht,1983
23,235000,dordrecht,1907
34,465000,dordrecht,2005
27,199500,dordrecht,1910
40,198500,dordrecht,1938
22,249500,dordrecht,1800
9,239500,dordrecht,1970
64,225000,dordrecht,1980
29,5e+05,dordrecht,1998
27,159000,dordrecht,1964
22,159000,dordrecht,1900
87,298500,dordrecht,1969
28,150000,dordrecht,1978
19,289000,dordrecht,1975
203,250000,dordrecht,1935
21,112500,dordrecht,1975
13,429500,dordrecht,1993
43,475000,dordrecht,1992
19,185000,dordrecht,1902
23,259000,dordrecht,2008
16,275000,dordrecht,1964
66,120000,dordrecht,1959
116,125000,dordrecht,1915
30,349500,dordrecht,1936
126,197500,dordrecht,1933
24,263500,dordrecht,1982
15,275000,dordrecht,1973
77,259500,dordrecht,1932
29,239500,dordrecht,1995
26,169500,dordrecht,2012
21,179000,dordrecht,1933
23,3e+05,dordrecht,1914
22,219000,dordrecht,1977
29,165000,dordrecht,1975
23,149500,dordrecht,1978
48,489000,dordrecht,2000
28,175000,dordrecht,1931
28,208500,dordrecht,1963
21,325000,dordrecht,1997
13,245000,dordrecht,1995
48,3e+05,dordrecht,1880
220,798000,dordrecht,1672
26,225000,dordrecht,1905
83,449000,dordrecht,1913
20,250000,dordrecht,1960
27,365000,dordrecht,1990
37,350000,dordrecht,2011
15,225000,dordrecht,1968
38,439000,dordrecht,2015
20,135000,dordrecht,1964
86,150000,dordrecht,1961
119,439000,dordrecht,1995
84,3e+05,dordrecht,1932
19,150000,dordrecht,1962
62,125000,dordrecht,1959
19,225000,dordrecht,1985
103,429500,dordrecht,1993
33,425000,dordrecht,1997
22,275000,dordrecht,1997
32,275000,dordrecht,1990
24,375000,dordrecht,2015
25,265000,dordrecht,1938
18,239500,dordrecht,1976
18,189500,dordrecht,1956
28,169000,dordrecht,1963
23,275000,dordrecht,1995
220,445000,dordrecht,1964
79,569000,dordrecht,1750
34,250000,dordrecht,1978
64,174000,dordrecht,1948
4,585000,dordrecht,1991
38,225000,dordrecht,1977
36,299500,dordrecht,1973
13,165000,dordrecht,1933
21,229500,dordrecht,1976
29,235000,dordrecht,1975
18,165000,dordrecht,1976
27,399500,dordrecht,1996
17,250000,dordrecht,1987
41,260000,dordrecht,1960
21,215000,dordrecht,1907
11,249500,dordrecht,2008
16,159500,dordrecht,1936
243,798000,dordrecht,1675
6,225000,dordrecht,1982
18,339500,dordrecht,2014
15,3e+05,dordrecht,1969
66,215000,dordrecht,1948
59,118000,dordrecht,1958
42,199500,dordrecht,2014
14,250000,dordrecht,2008
36,189000,dordrecht,1905
26,279000,dordrecht,1997
5,279000,dordrecht,1971
27,319000,dordrecht,2010
15,650000,dordrecht,1918
294,315000,dordrecht,2004
22,269500,dordrecht,1960
29,290000,dordrecht,2005
14,151500,dordrecht,1968
10,219000,dordrecht,2006
69,130000,dordrecht,1959
32,225000,dordrecht,1930
28,549000,dordrecht,2000
7,375000,dordrecht,1994
22,445000,dordrecht,1938
38,339000,dordrecht,1968
21,230000,dordrecht,1980
21,239500,dordrecht,1976
87,249000,dordrecht,1914
90,214000,dordrecht,2012
26,269500,dordrecht,1982
14,315000,dordrecht,2018
55,425000,dordrecht,1995
95,192500,dordrecht,2009
25,219000,dordrecht,1954
42,169500,dordrecht,1966
12,309500,dordrecht,2000
34,265000,dordrecht,1975
21,250000,dordrecht,1906
29,175000,dordrecht,1900
95,170000,dordrecht,1915
18,498000,dordrecht,2004
36,325000,dordrecht,2008
34,285000,dordrecht,1991
25,239000,dordrecht,1974
335,334000,dordrecht,2020
19,189500,dordrecht,1998
28,187500,dordrecht,1933
31,330000,dordrecht,1973
69,179000,dordrecht,1930
334,339500,dordrecht,2020
34,149500,dordrecht,1979
7,289000,dordrecht,1983
20,3e+05,dordrecht,1668
18,179500,dordrecht,1952
13,195000,dordrecht,1905
47,395000,dordrecht,1750
23,375000,dordrecht,1996
16,199500,dordrecht,1938
28,175000,dordrecht,1983
77,239000,dordrecht,1902
63,2e+05,dordrecht,1902
21,350000,dordrecht,1994
204,425000,dordrecht,1974
7,715000,dordrecht,1934
20,239000,dordrecht,1990
16,175000,dordrecht,1933
71,389000,dordrecht,1998
15,325000,dordrecht,1996
13,249000,dordrecht,1954
24,115000,dordrecht,1952
18,495000,dordrecht,2016
19,189000,dordrecht,1966
18,230000,dordrecht,1932
20,240000,dordrecht,1887
25,225000,dordrecht,1969
15,375000,dordrecht,1991
16,134500,dordrecht,1954
16,192500,dordrecht,1978
14,269900,dordrecht,1987
98,295000,dordrecht,2012
75,122000,dordrecht,1959
12,180000,dordrecht,1906
32,157500,dordrecht,1965
21,425000,dordrecht,1928
16,315000,dordrecht,1931
12,199000,dordrecht,1979
17,285000,dordrecht,1990
7,245000,dordrecht,1991
42,349000,dordrecht,1987
101,215000,dordrecht,1956
16,89500,dordrecht,1965
18,295000,dordrecht,1921
25,189000,dordrecht,1980
30,339500,dordrecht,1908
0,230000,dordrecht,1976
9,729000,dordrecht,2008
34,425000,dordrecht,1986
14,275000,dordrecht,1972
23,159000,dordrecht,1976
2,163950,dordrecht,1980
8,147500,dordrecht,1968
23,179950,dordrecht,1979
74,275000,dordrecht,1934
12,339000,dordrecht,2004
13,239500,dordrecht,1990
18,275000,dordrecht,1976
10,223500,dordrecht,1977
45,229500,dordrecht,1986
62,4e+05,dordrecht,1955
61,175000,dordrecht,1932
29,175000,dordrecht,1958
30,259000,dordrecht,1980
434,649000,dordrecht,2019
1,245000,dordrecht,1991
312,429000,dordrecht,2020
17,299500,dordrecht,1987
64,395000,dordrecht,1934
1,238000,dordrecht,2011
42,450000,dordrecht,1906
25,250000,dordrecht,1972
10,269000,dordrecht,1984
28,269000,dordrecht,1995
20,97000,dordrecht,1965
55,165000,dordrecht,1978
105,275000,dordrecht,2005
7,150000,dordrecht,1700
46,175000,dordrecht,1906
43,279000,dordrecht,2005
12,385000,dordrecht,1999
16,125000,dordrecht,1964
24,265000,dordrecht,1994
15,275000,dordrecht,1938
15,375000,dordrecht,2011
19,159000,dordrecht,1975
12,339500,dordrecht,1935
43,725000,dordrecht,1850
73,550000,dordrecht,2002
28,159000,dordrecht,1973
11,165000,dordrecht,1900
17,250000,dordrecht,1962
35,169500,dordrecht,1890
79,575000,dordrecht,1998
8,399000,dordrecht,1969
18,210000,dordrecht,1986
38,269000,dordrecht,1968
19,150000,dordrecht,1975
18,250000,dordrecht,1989
30,199000,dordrecht,1958
206,199900,dordrecht,1966
54,292000,dordrecht,1995
10,160000,dordrecht,1924
47,265000,dordrecht,1983
321,450000,dordrecht,1906
6,125000,dordrecht,1962
86,182500,dordrecht,1980
73,585000,dordrecht,1999
14,269500,dordrecht,1995
11,275000,dordrecht,1994
28,269500,dordrecht,1975
32,249000,dordrecht,1980
29,250000,dordrecht,1988
51,339000,dordrecht,1906
27,165000,dordrecht,1964
17,225000,dordrecht,1994
23,595000,dordrecht,1974
15,150000,dordrecht,1973
20,239000,dordrecht,1969
72,275000,dordrecht,1995
28,269500,dordrecht,1990
20,225000,dordrecht,1977
30,289000,dordrecht,1995
105,369000,dordrecht,1908
48,89500,dordrecht,1969
11,252000,dordrecht,2008
18,285000,dordrecht,1975
26,125000,dordrecht,1963
24,239500,dordrecht,1930
33,265000,dordrecht,1998
11,245000,dordrecht,2006
21,250000,dordrecht,2005
24,224500,dordrecht,1933
28,132500,dordrecht,2008
-1,169500,dordrecht,1935
19,185000,dordrecht,1922
15,350000,dordrecht,1995
35,250000,dordrecht,1976
-1,159900,dordrecht,1966
69,225000,dordrecht,2012
15,165000,dordrecht,1933
14,185000,dordrecht,1958
16,175000,dordrecht,1960
21,210000,dordrecht,1982
59,243000,dordrecht,1958
55,397500,dordrecht,1994
27,198000,dordrecht,1933
21,185000,dordrecht,1934
119,350000,dordrecht,1971
67,115000,dordrecht,1959
76,175000,dordrecht,1958
11,239500,dordrecht,1987
55,259000,dordrecht,1973
21,150000,dordrecht,1962
28,279000,dordrecht,1987
21,125000,dordrecht,1962
14,295000,dordrecht,1978
29,219000,dordrecht,1938
20,2e+05,dordrecht,1938
33,175000,dordrecht,1935
94,106500,dordrecht,1952
78,145000,dordrecht,1935
20,185000,dordrecht,1979
19,139500,dordrecht,1978
16,205000,dordrecht,1974
45,3e+05,dordrecht,1932
28,250000,dordrecht,1980
34,245000,dordrecht,1976
40,250000,dordrecht,1975
42,275000,dordrecht,1970
61,299000,dordrecht,1900
106,350000,dordrecht,1962
19,175000,dordrecht,1911
20,179500,dordrecht,1952
23,225000,dordrecht,1976
1199,3e+05,dordrecht,1733
13,275000,dordrecht,1995
24,265000,dordrecht,1976
97,195000,dordrecht,1958
73,97000,dordrecht,1959
35,187500,dordrecht,1914
75,152000,dordrecht,1952
14,350000,dordrecht,2004
11,419000,dordrecht,1997
0,350000,dordrecht,1997
13,158500,dordrecht,1975
41,3e+05,dordrecht,1958
32,189500,dordrecht,1905
111,495000,dordrecht,1991
35,226000,dordrecht,1938
23,265000,dordrecht,1972
53,175000,dordrecht,1927
17,135000,dordrecht,1960
25,2e+05,dordrecht,1935
41,215000,dordrecht,1957
92,269500,dordrecht,1982
1,255000,dordrecht,1934
25,398000,dordrecht,1995
15,189500,dordrecht,1958
11,125000,dordrecht,1964
8,178500,dordrecht,1933
37,189000,dordrecht,1933
21,275000,dordrecht,1976
21,225000,dordrecht,1910
23,275000,dordrecht,1997
2,169000,dordrecht,1902
125,102500,dordrecht,1959
17,269500,dordrecht,1988
30,319500,dordrecht,1976
14,275000,dordrecht,1986
48,247500,dordrecht,1987
16,179500,dordrecht,1956
27,219500,dordrecht,1975
31,2e+05,dordrecht,1937
138,244500,dordrecht,1995
46,269000,dordrecht,1975
31,169000,dordrecht,1964
26,275000,dordrecht,1978
92,3e+05,dordrecht,2000
9,215000,dordrecht,1981
22,435000,dordrecht,2000
42,269500,dordrecht,1975
50,175000,dordrecht,2008
22,159000,dordrecht,1957
52,159500,dordrecht,1960
59,247500,dordrecht,1875
13,132500,dordrecht,1964
24,268000,dordrecht,1936
19,275000,dordrecht,1977
51,199000,dordrecht,1935
8,150000,dordrecht,1962
26,219000,dordrecht,1981
342,350000,dordrecht,1726
18,264900,dordrecht,2008
76,350000,dordrecht,2011
19,225000,dordrecht,1995
35,189000,dordrecht,1981
132,325000,dordrecht,2001
721,609500,dordrecht,2018
26,475000,dordrecht,1992
23,415000,dordrecht,1990
98,139500,dordrecht,1890
43,450000,dordrecht,1990
15,177000,dordrecht,1960
35,250000,dordrecht,1940
49,495000,dordrecht,1998
19,225000,dordrecht,1989
52,241000,dordrecht,1986
11,3e+05,eindhoven,2003
21,920000,eindhoven,2003
15,350000,eindhoven,1928
42,495000,eindhoven,1938
35,425000,eindhoven,2006
13,250000,eindhoven,1972
16,3e+05,eindhoven,2004
19,375000,eindhoven,1999
16,250000,eindhoven,1955
20,235000,eindhoven,1959
5,475000,eindhoven,1935
14,575000,eindhoven,1934
13,350000,eindhoven,1928
18,325000,eindhoven,1964
19,259000,eindhoven,1951
21,3e+05,eindhoven,1968
722,895000,eindhoven,1978
18,369000,eindhoven,1997
11,469000,eindhoven,1988
-1,875000,eindhoven,1926
17,425000,eindhoven,2000
101,475000,eindhoven,1973
18,350000,eindhoven,2013
48,895000,eindhoven,1953
18,249000,eindhoven,1955
25,375000,eindhoven,2003
27,529000,eindhoven,1934
12,535000,eindhoven,1928
122,475000,eindhoven,2002
22,3e+05,eindhoven,1948
13,395000,eindhoven,1933
70,359000,eindhoven,1938
85,475000,eindhoven,2002
11,350000,eindhoven,1984
42,350000,eindhoven,1969
19,369000,eindhoven,2014
19,379500,eindhoven,1972
17,335000,eindhoven,1953
13,325000,eindhoven,1990
14,375000,eindhoven,1997
32,319000,eindhoven,1928
17,315000,eindhoven,1961
27,225000,eindhoven,1959
21,325000,eindhoven,1979
13,289000,eindhoven,1963
92,250000,eindhoven,1981
19,225000,eindhoven,1973
21,225000,eindhoven,1965
10,250000,eindhoven,1978
19,425000,eindhoven,1971
21,395000,eindhoven,1979
109,650000,eindhoven,1991
16,450000,eindhoven,2012
51,379000,eindhoven,1980
19,425000,eindhoven,1961
11,280000,eindhoven,1983
43,3e+05,eindhoven,1995
6,479000,eindhoven,1978
3,259000,eindhoven,1964
18,289000,eindhoven,1977
34,675000,eindhoven,2006
6,250000,eindhoven,1976
68,795000,eindhoven,1938
58,410000,eindhoven,1954
19,419000,eindhoven,1970
100,325000,eindhoven,1927
190,1050000,eindhoven,1929
18,250000,eindhoven,1979
35,469750,eindhoven,1991
83,3e+05,eindhoven,1981
30,350000,eindhoven,1900
82,475000,eindhoven,2001
17,245000,eindhoven,1977
6,225000,eindhoven,1974
17,3e+05,eindhoven,1978
22,375000,eindhoven,2000
25,350000,eindhoven,2003
66,265000,eindhoven,1966
68,389500,eindhoven,1938
86,350000,eindhoven,2004
10,375000,eindhoven,1998
16,275000,eindhoven,1973
15,325000,eindhoven,1970
110,6e+05,eindhoven,1993
17,370000,eindhoven,1986
17,275000,eindhoven,2012
22,469000,eindhoven,2000
14,415000,eindhoven,1990
20,450000,eindhoven,1969
19,380000,eindhoven,1934
93,595000,eindhoven,2001
23,225000,eindhoven,1960
2,275000,eindhoven,1954
15,295000,eindhoven,1977
12,275000,eindhoven,1966
19,240000,eindhoven,1952
12,639500,eindhoven,1906
26,350000,eindhoven,1987
27,595000,eindhoven,2000
11,349000,eindhoven,1992
172,425000,eindhoven,2005
15,325000,eindhoven,1929
19,309000,eindhoven,1960
14,220000,eindhoven,1965
21,225000,eindhoven,1972
-1,635000,eindhoven,1978
29,855000,eindhoven,1930
137,750000,eindhoven,1993
24,225000,eindhoven,1965
18,375000,eindhoven,2012
22,349500,eindhoven,1994
35,695000,eindhoven,1997
14,375000,eindhoven,2012
21,225000,eindhoven,1969
21,450000,eindhoven,2010
235,3e+05,eindhoven,1930
152,1300000,eindhoven,1988
257,499000,eindhoven,2020
21,5e+05,eindhoven,1974
15,395000,eindhoven,2014
22,5e+05,eindhoven,2011
131,369000,eindhoven,1997
40,549000,eindhoven,2019
9,489500,eindhoven,1990
17,250000,eindhoven,1981
30,229000,eindhoven,1970
15,439000,eindhoven,2010
14,219000,eindhoven,1962
13,3e+05,eindhoven,1987
56,310000,eindhoven,1980
81,375000,eindhoven,2004
23,325000,eindhoven,1999
102,684000,eindhoven,1990
49,375000,eindhoven,1954
28,365000,eindhoven,2003
213,830000,eindhoven,1920
18,250000,eindhoven,1982
14,235000,eindhoven,1964
57,439000,eindhoven,1987
22,289500,eindhoven,1986
99,275000,eindhoven,1969
21,295000,eindhoven,1998
26,389000,eindhoven,1978
189,756000,eindhoven,2019
271,722500,eindhoven,2019
250,501000,eindhoven,2019
210,616000,eindhoven,2019
314,508500,eindhoven,2020
252,776500,eindhoven,2019
314,722500,eindhoven,2019
24,459000,eindhoven,2019
244,1200000,eindhoven,1909
14,409000,eindhoven,2012
25,319000,eindhoven,1985
15,225000,eindhoven,1990
17,409000,eindhoven,2009
17,360000,eindhoven,1927
123,325000,eindhoven,1989
19,250000,eindhoven,1968
-1,225000,eindhoven,1974
15,365000,eindhoven,1998
22,230000,eindhoven,1947
42,325000,eindhoven,2006
16,335000,eindhoven,1982
16,349000,eindhoven,1970
190,625000,eindhoven,1978
48,425000,eindhoven,1990
7,229500,eindhoven,1977
22,150000,eindhoven,1980
4,275000,eindhoven,2010
17,350000,eindhoven,1968
26,225000,eindhoven,1948
65,435000,eindhoven,2008
20,319500,eindhoven,1976
20,629000,eindhoven,1994
37,245000,eindhoven,1978
16,345000,eindhoven,1933
23,409000,eindhoven,1999
17,425000,eindhoven,2003
42,395000,eindhoven,1974
19,237000,eindhoven,1966
73,375000,eindhoven,1999
79,3e+05,eindhoven,1928
15,495000,eindhoven,1938
26,235000,eindhoven,1972
-1,225000,eindhoven,1963
20,319000,eindhoven,1988
54,4500000,eindhoven,1939
641,5e+05,eindhoven,1928
24,424000,eindhoven,2019
19,350000,eindhoven,1976
34,289500,eindhoven,1959
56,369000,eindhoven,1906
61,460000,eindhoven,1938
44,265000,eindhoven,1962
73,625000,eindhoven,1989
33,4e+05,eindhoven,2020
15,275000,eindhoven,1969
25,372500,eindhoven,1999
82,375000,eindhoven,2016
59,345000,eindhoven,1996
16,395000,eindhoven,1981
153,625000,eindhoven,2011
25,485000,eindhoven,1955
8,395000,eindhoven,1975
33,325000,eindhoven,2011
9,275000,eindhoven,1956
32,319500,eindhoven,1958
98,325000,eindhoven,1974
19,315000,eindhoven,1972
10,3e+05,eindhoven,1973
18,225000,eindhoven,1955
29,429000,eindhoven,1981
28,3e+05,eindhoven,1950
26,389500,eindhoven,1953
18,250000,eindhoven,1955
21,469000,eindhoven,1969
1,475000,eindhoven,1996
18,499000,eindhoven,1950
20,4e+05,eindhoven,1977
17,225000,eindhoven,1975
45,469000,eindhoven,1900
13,250000,eindhoven,1968
87,375000,eindhoven,1978
17,315000,eindhoven,2000
15,350000,eindhoven,2003
24,369500,eindhoven,2004
17,250000,eindhoven,1980
10,275000,eindhoven,1963
18,275000,eindhoven,1980
13,325000,eindhoven,1979
24,3e+05,eindhoven,1964
44,325000,eindhoven,1967
41,227500,eindhoven,1966
13,339000,eindhoven,1974
17,435000,eindhoven,2019
19,275000,eindhoven,1970
21,375000,eindhoven,1928
10,298000,eindhoven,1979
19,3e+05,eindhoven,2012
15,4e+05,eindhoven,1975
216,279000,eindhoven,1953
13,275000,eindhoven,1932
16,330000,eindhoven,1970
20,285000,eindhoven,1975
27,280000,eindhoven,1977
62,409000,eindhoven,2006
26,469500,eindhoven,2000
139,415000,eindhoven,1992
192,350000,eindhoven,1964
25,289000,eindhoven,1977
18,289000,eindhoven,2004
28,275000,eindhoven,1967
8,595000,eindhoven,1938
16,385000,eindhoven,1935
20,337500,eindhoven,1976
18,425000,eindhoven,1972
9,425000,eindhoven,2003
19,399000,eindhoven,1975
15,235000,eindhoven,1977
28,309000,eindhoven,1972
16,310000,eindhoven,1959
20,299000,eindhoven,1950
33,3e+05,eindhoven,1919
152,320000,eindhoven,1988
24,389500,eindhoven,1998
17,175000,eindhoven,1976
13,395000,eindhoven,1952
112,389500,eindhoven,2012
356,549000,eindhoven,1998
138,489000,eindhoven,2001
18,342500,eindhoven,1929
10,415000,eindhoven,1973
15,315000,eindhoven,1974
35,550000,eindhoven,1971
27,360000,eindhoven,1966
20,375000,eindhoven,1994
24,395000,eindhoven,1955
38,325000,eindhoven,1974
20,325000,eindhoven,1974
21,625000,eindhoven,1935
35,410000,eindhoven,1920
23,375000,eindhoven,1983
22,525000,eindhoven,2019
17,265000,eindhoven,1955
91,469000,eindhoven,1990
14,250000,eindhoven,1989
18,298500,eindhoven,1981
27,479000,eindhoven,1992
23,535000,eindhoven,2019
28,349500,eindhoven,1925
20,275000,eindhoven,1958
8,320000,eindhoven,1925
0,775000,eindhoven,2009
17,389500,eindhoven,1938
20,380000,eindhoven,2019
17,425000,eindhoven,2003
41,225000,eindhoven,1958
14,324000,eindhoven,1986
17,325000,eindhoven,1938
9,325000,eindhoven,1929
5,199000,eindhoven,1983
9,895000,eindhoven,1998
45,4e+05,eindhoven,1938
14,319000,eindhoven,1928
26,3e+05,eindhoven,1969
21,435000,eindhoven,1928
67,339000,eindhoven,1974
51,325000,eindhoven,1929
17,375000,eindhoven,1996
13,275000,eindhoven,1986
48,225000,eindhoven,1960
86,415000,eindhoven,1983
35,525000,eindhoven,1986
93,625000,eindhoven,1951
19,309000,eindhoven,1980
9,235000,eindhoven,1978
56,385000,eindhoven,2006
19,415000,eindhoven,1987
18,325000,eindhoven,1997
19,460000,eindhoven,2003
14,4e+05,eindhoven,2009
23,475000,eindhoven,2016
18,335000,eindhoven,2005
12,275000,eindhoven,1964
0,245000,eindhoven,1959
35,299500,eindhoven,1979
13,415000,eindhoven,2020
21,275000,eindhoven,1956
40,395000,eindhoven,2004
117,375000,eindhoven,1928
15,250000,eindhoven,1980
70,6e+05,eindhoven,1988
20,375000,eindhoven,1929
71,275000,eindhoven,1958
20,425000,eindhoven,1988
19,319500,eindhoven,1967
17,475000,eindhoven,2001
21,350000,eindhoven,1998
19,225000,eindhoven,1968
26,225000,eindhoven,1958
18,250000,eindhoven,1961
1,499000,eindhoven,1987
16,489000,eindhoven,2008
23,415000,eindhoven,1929
174,375000,eindhoven,2022
12,2e+05,eindhoven,1961
57,322500,eindhoven,1983
26,375000,eindhoven,2012
17,379000,eindhoven,1944
19,259000,eindhoven,1981
28,350000,eindhoven,1993
34,3e+05,eindhoven,1986
39,585000,eindhoven,2020
1,515000,eindhoven,1938
40,269000,eindhoven,1964
62,750000,eindhoven,1989
15,340000,eindhoven,1927
14,319500,eindhoven,1999
16,4e+05,eindhoven,1928
10,430000,eindhoven,1998
82,4e+05,eindhoven,2017
23,579500,eindhoven,1974
24,415000,eindhoven,1989
62,225000,eindhoven,1966
34,220000,eindhoven,1968
23,339500,eindhoven,1986
39,220000,eindhoven,1980
36,249000,eindhoven,1950
33,275000,eindhoven,2012
16,305000,eindhoven,1990
18,4e+05,eindhoven,1986
15,235000,eindhoven,1976
110,450000,eindhoven,1906
273,4e+05,eindhoven,1978
13,329000,eindhoven,1981
20,325000,eindhoven,1968
34,565000,eindhoven,1938
27,325000,eindhoven,2018
28,339000,eindhoven,1993
35,350000,eindhoven,1968
21,450000,eindhoven,2008
22,250000,eindhoven,1968
17,469500,eindhoven,2016
31,515000,eindhoven,1999
20,395000,eindhoven,1921
35,175000,eindhoven,1930
15,375000,eindhoven,1934
27,250000,eindhoven,1961
313,636000,eindhoven,2019
21,309000,eindhoven,2004
15,3e+05,eindhoven,1945
62,4e+05,eindhoven,2020
29,335000,eindhoven,2011
11,340000,eindhoven,1998
13,297500,eindhoven,1969
14,225000,eindhoven,1931
10,650000,eindhoven,1905
387,472500,eindhoven,2020
38,830000,eindhoven,1920
24,250000,eindhoven,1959
25,275000,eindhoven,1984
23,595000,eindhoven,1988
20,250000,eindhoven,1955
24,390000,eindhoven,1992
226,480000,eindhoven,1938
16,265000,eindhoven,1973
17,525000,eindhoven,1969
78,339000,eindhoven,2003
5,235000,eindhoven,2008
51,750000,eindhoven,2006
18,359000,eindhoven,1989
779,550000,eindhoven,1989
16,289000,eindhoven,1927
25,375000,eindhoven,2016
18,275000,eindhoven,1975
41,3e+05,eindhoven,1963
52,335000,eindhoven,1985
12,350000,eindhoven,1922
52,9e+05,eindhoven,1720
20,250000,eindhoven,1954
23,285000,eindhoven,1928
26,389000,eindhoven,2000
117,419000,eindhoven,1972
